id	smiles	Mw	Qed	logP	Mr	HBD	HBA	RB	TPSA	AromaticRings	FractionCSP3
TKC003339	C=CC(=C)CC[C@@]1(C)[C@@H]2C[C@@H](OC(=O)CC)C=C3[C@@H](OC)O[C@@H](OC(C)=O)[C@]32[C@@H](OC)C[C@H]1C	2	6	10	14	17	22	26	30	33	39
TKC003340	C=CC(=C)CC[C@@]1(C)[C@@H]2C[C@@H](O)C=C3[C@@H](OC(C)=O)O[C@@H](OC(C)=O)[C@]32[C@@H](OC(=O)CC(O)CCCCCCCCC)C[C@H]1C	3	5	11	15	17	22	28	31	33	39
TKC003345	C=CC(=C)CC[C@@]1(C)[C@@H]2C[C@H](O)C=C3[C@@H](OC)O[C@@H](OC)[C@]32[C@@H](OC)C[C@H]1C	1	7	10	14	17	22	26	29	33	39
TKC003346	C=CC(=C)CC[C@@]1(C)[C@@H]2C[C@@H](O)C=C3[C@@H](OC)O[C@H](OC(C)=O)[C@]32[C@@H](OC)C[C@H]1C	2	6	10	14	17	22	26	30	33	39
TKC003349	C=CC(=C)CCC1(C)C(C)CC(O)C23C(=C[C@H](OC(=O)[C@@H](C)CC)CC12)[C@@H](OC(C)=O)O[C@H]3OC(C)=O	2	6	10	14	17	22	26	30	33	39
TKC003355	C=CC(=C)CC[C@@]1(C)[C@@H]2C[C@H](O)C=C3[C@@H](OC)O[C@@H](OC(C)=O)[C@]32[C@@H](OC)C[C@H]1C	2	6	10	14	17	22	26	30	33	39
TKC003356	C=CC(=C)CC[C@@]1(C)[C@@H]2C[C@H](OC(C)=O)C=C3[C@@H](OC(=O)CCC)O[C@H](OC(C)=O)[C@]32[C@@H](OC)C[C@H]1C	2	5	11	14	17	22	27	30	33	39
TKC003357	C=CC(=C)CC[C@@]1(C)[C@@H]2C[C@H](O)C=C3[C@@H](OC)O[C@@H](OC)[C@]32[C@@H](OC)C[C@H]1C	1	7	10	14	17	22	26	29	33	39
TKC003359	C=CC(=C)CC[C@@]1(C)[C@@H]2C[C@@H](O)C=C3[C@@H](OC(C)=O)O[C@@H](OC(C)=O)[C@]32[C@@H](OC(=O)CCCCCCCCC)C[C@H]1C	2	5	11	15	17	22	28	30	33	39
TKC003362	C=CC(=C)CC[C@@]1(C)[C@@H](C)C[C@@H](O)[C@]23C(=C[C@@H](OC(=O)C(C)CC)C[C@H]12)[C@@H](OCC)O[C@@H]3OC(C)=O	2	6	11	14	17	22	27	30	33	39
TKC003363	C=CC(=C)CC[C@@]1(C)[C@@H](C)C[C@@H](OC)[C@]23C(=CC(=O)C[C@H]12)[C@H](OC(C)=O)O[C@@H]3OC(C)=O	2	7	10	14	17	22	26	30	33	39
TKC003372	C=CC(=C)CC[C@@]1(C)[C@@H](C)C[C@@H](O)[C@]23C(=C[C@@H](OC(=O)C(C)CC)C[C@H]12)[C@H](OC(=O)CCC)O[C@@H]3OC(C)=O	2	5	11	14	17	22	27	30	33	39
TKC003376	C=CC(=C)CCC1(C)C(C)CC(O)C23C(=C[C@H](OC(=O)CC)CC12)[C@@H](OC(C)=O)O[C@H]3OC(C)=O	2	6	10	14	17	22	26	30	33	39
TKC003380	C=CC(=C)CC[C@@]1(C)[C@@H](C)C[C@@H](OC)[C@]23C(=C[C@H](OC(C)=O)C[C@H]12)[C@H](OC(C)=O)O[C@@H]3OC(C)=O	2	6	10	14	17	22	26	30	33	39
TKC003386	C=C/C(C)=C/C[C@@]1(C)[C@@H]2C[C@@H](OC(=O)c3ccc(O)cc3)C=C3[C@@H](OC(C)=O)O[C@@H](OC(C)=O)[C@]32CC[C@H]1C	2	6	11	14	17	22	26	30	34	38
TKC003387	C=C/C(C)=C/C[C@@]1(C)[C@@H]2C[C@@H](OC(=O)c3ccc(O)c(OC)c3)C=C3[C@@H](OC(C)=O)O[C@@H](OC(C)=O)[C@]32CC[C@H]1C	2	5	11	14	17	22	26	30	34	38
TKC003509	C=C1C(=O)O[C@]2(C)CC[C@@H]1C[C@@H]1O[C@@]1(C)CC/C=C(\C)CCC2=O	1	6	10	14	17	21	25	29	33	39
TKC003510	C=C(C(=O)OC)[C@H]1CC[C@](C)(O)C(=O)CC/C(C)=C/CC[C@]2(C)O[C@@H]2C1	1	6	10	14	17	22	25	30	33	39
TKC003549	C=C1CCC[C@@H](C)[C@H](O)[C@@H]2OC(=O)C(=C)[C@@H]2C[C@@H](OC(C)=O)[C@@]2(C)CC[C@@H]1O2	1	7	10	14	17	22	25	30	33	39
TKC003558	CC(=O)O[C@@]1(C)CCC(=O)[C@@H](C)CCC[C@]2(C)O[C@H]2C(=O)C(=C(C)C)CC1	1	6	10	14	17	22	25	30	33	39
TKC003559	CC(=O)O[C@@]1(C)CCC(=O)[C@H](C)CCC[C@]2(C)O[C@H]2C(=O)C(=C(C)C)CC1	1	6	10	14	17	22	25	30	33	39
TKC003737	C=C1[C@@H]2CC[C@H]3[C@]45CO[C@H](CC4=O)C(C)(C)C5=C(O)C(=O)[C@]3(C2)[C@@H]1O	1	8	10	14	17	22	25	30	33	39
TKC003741	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@]12CO[C@H](CC1=O)C(C)(C)C2=C(O)C3=O	1	7	10	14	17	22	25	30	33	39
TKC003757	C=C1C(=O)[C@]23[C@@H]4[C@@]5(CCCC(C)(C)[C@H]5C[C@H]2O)CO[C@]4(O)C[C@@H]1[C@H]3O	1	7	10	14	18	22	25	30	33	40
TKC003768	CO[C@H]1OC(=O)C[C@@]12CC[C@@]1(O2)[C@H](C)CC[C@H]2C(C)(C)[C@@H](OC(C)=O)CC[C@@]21C	2	8	10	14	17	22	25	30	33	40
TKC003795	CC(=O)OC[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1C[C@@H](C1=CC(=O)O[C@H]1O)O2	1	8	10	14	17	22	25	30	33	40
TKC003964	CC(C)=C1C(=O)C[C@@]2(C)C[C@H]3O[C@@]3(C)CC/C=C(/C)CCC12	1	6	10	14	17	21	25	29	33	39
TKC004103	CCCC(=O)O[C@H]1[C@H](C(C)C)[C@@H]2[C@@H]([C@H]3/C=C(/C)[C@@H](O)CC[C@@](C)(OC(=O)CCC)[C@@H]2O3)[C@](C)(O)[C@@H]1OC(C)=O	2	6	10	14	17	22	26	31	33	40
TKC004147	C=C1C[C@H]2O[C@H]([C@H]3[C@@H]2[C@](C)(OC(C)=O)C[C@@H](O)[C@@H]3C(C)C)[C@](C)(OC(=O)CCC)CCC1=O	2	7	10	14	17	22	26	30	33	40
TKC004157	CCCC(=O)O[C@]1(C)CC[C@H](O)[C@@](C)(O)C[C@H]2O[C@@H]1[C@@H]1[C@@H](C(C)C)CC=C(C)[C@H]21	2	7	10	14	17	22	25	30	33	40
TKC004168	C=C1CC[C@H](C(C)C)[C@@H]2[C@H]1[C@H]1C[C@](C)(O)[C@@H](O)CC[C@@](C)(O)[C@@H]2O1	1	8	10	14	18	21	25	30	33	40
TKC004222	C[C@H]1C[C@@H]2OC(=O)[C@]3(C)CCCC(=C23)[C@]12C[C@H](c1ccoc1)OC2=O	1	7	10	14	17	22	25	30	34	39
TKC004286	C=C1[C@@H](O)C[C@H](OC(C)=O)[C@]2(COC(=O)c3ccccc3)[C@H]1[C@H](OC(C)=O)[C@@H]1CC(=O)[C@@]3(C)OC[C@@]1(C)[C@@]3(O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O	3	6	10	15	17	23	26	31	34	39
TKC004351	CC(C)C1=C[C@@]23CC[C@H]4C(C)(C)CCC[C@]4(CO2)C3=C(O)C1=O	1	8	10	14	17	21	25	29	33	39
TKC004381	C=C1C(=O)O[C@@H]2[C@H]1C[C@H]1O[C@]1(C)CC[C@@H]1O[C@@]1(C)CCC[C@@H](C)[C@@H]2O	1	7	10	14	17	22	25	30	33	40
TKC004383	C=C1C(=O)O[C@@H]2[C@H]1C[C@H]1O[C@]1(C)CC/C=C(\C)CCC[C@H](C)[C@H]2OC(C)=O	1	6	10	14	17	22	25	30	33	39
TKC004384	C=C1C(=O)O[C@@H]2C(=O)[C@@H](C)CCC/C(C)=C/CC[C@@]3(C)O[C@@H]3C[C@@H]12	1	6	10	14	17	21	25	29	33	39
TKC004387	C=C1C(=O)OC2C1CC1OC2C(C)CCC/C(C)=C\CCC1(C)O	1	7	10	14	17	21	25	29	33	39
TKC004392	C=C1C(=O)OC2CC1CCC1(C)OC1CC/C(C)=C\CCC2(C)O	1	6	10	14	17	21	25	29	33	39
TKC004393	C/C1=C/CCC(C)(O)C2CC(CCC3(C)OC3CC1)C(C)C(=O)O2	1	7	10	14	17	21	25	29	33	40
TKC004571	C=C(C=O)[C@@H]1CC[C@@H]2[C@@H](C1)C(=O)[C@@H](O)[C@@H]1C(C)(C)[C@H]3CC(=O)[C@@]21CO3	1	8	10	14	17	22	25	30	33	39
TKC004626	C[C@@H]1C(=O)C[C@H]2C(C)(C)CCC[C@]2(C)[C@@]1(O)CCc1ccoc1	1	8	10	14	17	21	25	29	34	39
TKC004679	C=C[C@]1(C)CC[C@@H]2[C@]3(C[C@H](OC3=O)[C@@H]3C(C)(C)CCC[C@@]23C)O1	1	7	10	14	17	21	25	29	33	40
TKC004725	C=C1C(=O)[C@@]23CC[C@H]4[C@@]5(CCC[C@@]4(C)C(=O)O5)[C@@]2(C)CC[C@@H]1C3	1	7	10	14	17	21	25	29	33	40
TKC004744	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H](C)[C@]23CC/C(=C\C=O)O3)C1(C)C	1	7	10	14	17	21	25	29	33	40
TKC004746	COC(=O)/C=C1\CC[C@@]2(O1)[C@H](C)CC[C@H]1C(C)(C)[C@@H](OC(C)=O)CC[C@@]12C	1	7	10	14	17	22	25	30	33	40
TKC004805	CC1=CC(=O)O[C@@H](/C=C(\C)[C@@H](O)CC[C@@H](C)C2=CC(=O)C(C)(C)O2)C1	1	7	10	14	17	22	26	30	33	39
TKC004827	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2OC3=O	1	7	10	14	17	22	25	30	33	40
TKC004859	COC(=O)[C@]1(C)[C@@H](O)CC[C@@]23CO[C@H]4c5occc5[C@H](C)[C@H](CC[C@@H]12)[C@H]43	1	8	10	14	17	22	25	30	34	39
TKC004861	COC(=O)[C@]1(C)CCC[C@@]23CO[C@H]4c5occc5[C@H](C)[C@H]([C@@H](O)C[C@@H]12)[C@H]43	1	8	10	14	17	22	25	30	34	39
TKC004916	C=C1[C@H]2C[C@]3(C(=C[C@@H]2O)[C@@]24CO[C@]3(O)[C@@H](O)[C@@H]2C(C)(C)CC[C@@H]4OC(C)=O)[C@@H]1O	2	6	10	14	18	22	25	30	33	39
TKC004961	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1[C@](C)(COC(C)=O)[C@@H](O)C[C@H]2O	2	6	9	14	18	22	25	31	33	40
TKC004966	C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1[C@](C)(COC(C)=O)CC[C@@H]2OC(C)=O	2	7	10	14	18	22	25	31	33	39
TKC004968	C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@@]12[C@@H](O)O[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@H]2O	1	6	9	14	18	22	25	31	33	40
TKC004969	C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@]12[C@@H](O)CCC(C)(C)[C@H]1[C@H](O)[C@]3(O)O[C@@H]2OCCCC	2	6	10	14	18	22	25	30	33	40
TKC004970	C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@]12[C@@H](O)CCC(C)(C)[C@H]1[C@H](O)[C@]3(O)O[C@H]2OCC	2	7	10	14	18	22	25	30	33	40
TKC004971	C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@]12[C@@H](O)CCC(C)(C)[C@H]1[C@H](O)[C@@]3(O)O[C@@H]2OC	1	7	10	14	18	22	25	30	33	40
TKC004974	C=C1[C@@H]2CC[C@H]3[C@@]45C(=O)O[C@](O)([C@@H](O)[C@@H]4C(C)(C)CC[C@@H]5O)[C@@]3([C@@H]1O)[C@@H]2O	1	6	9	14	18	22	25	31	33	40
TKC004976	C=C1[C@@H]2CC[C@H]3[C@@]45C(OC)O[C@](O)([C@@H](O)[C@@H]4C(C)(C)CC[C@@H]5O)[C@@]3([C@@H]1O)[C@@H]2O	1	7	10	14	18	22	25	30	33	40
TKC004978	C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@]12[C@@H](OC(C)=O)CCC(C)(C)[C@H]1[C@H](O)[C@@]3(O)O[C@H]2O	2	6	10	14	18	22	25	31	33	40
TKC005008	C=C1C(=O)[C@]23C[C@H]1C[C@@H](OC(C)=O)[C@H]2[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O	2	7	10	14	18	22	25	30	33	40
TKC005024	C=C1[C@@H]2CC[C@H]3[C@@]45CO[C@@](O)([C@@H](O)[C@@H]4C(C)(C)CC[C@@H]5O)[C@@]3([C@@H]1O)[C@@H]2O	1	6	10	14	18	22	25	30	33	40
TKC005040	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@]12CC[C@@H](O)[C@@](C)(COC(C)=O)[C@H]1[C@H](O)[C@]3(O)OC2	2	7	10	14	18	22	25	30	33	40
TKC005041	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@]12CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@H]1[C@H](O)[C@]3(O)OC2	2	7	10	14	17	22	25	30	33	39
TKC005048	C=C1C(=O)[C@@]23[C@@H]([C@@H](O)C[C@@H]1[C@H]2O)[C@]12CCCC(C)(C)[C@H]1[C@H](O)[C@]3(O)OC2	1	7	10	14	18	22	25	30	33	40
TKC005050	C=C1C(=O)[C@@]23[C@@H]([C@@H](OC(C)=O)C[C@@H]1[C@H]2OC(C)=O)[C@]12CCCC(C)(C)[C@H]1[C@H](O)[C@]3(O)OC2	2	7	10	14	17	22	25	30	33	39
TKC005055	C=C1C(=O)[C@]23C[C@H]1C[C@@H](O)[C@H]2[C@]12CCC[C@@](C)(COC(C)=O)[C@H]1[C@H](O)[C@]3(O)OC2	2	7	10	14	18	22	25	30	33	40
TKC005063	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@H]2O	1	7	10	14	18	22	25	30	33	40
TKC005069	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O	1	7	10	14	18	22	25	30	33	40
TKC005080	C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@@]12CO[C@@]3(O)C[C@@H]1C(C)(C)CC[C@@H]2O	1	7	10	14	18	22	25	30	33	40
TKC005084	C=C1C(=O)[C@@]23[C@@H]4C[C@@H]5C(C)(C)CC[C@H](O)[C@@]5(C(OC)O4)[C@@H]2CC[C@@H]1[C@H]3O	1	8	10	14	17	22	25	30	33	40
TKC005092	C=C1C(=O)[C@]23C[C@H]1C[C@@H](OC(C)=O)[C@H]2[C@]12CCCC(C)(C)[C@H]1[C@H](O)[C@@]3(O)OC2	1	7	10	14	17	22	25	30	33	40
TKC005203	CC1=CC(=O)[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1/C=C/c1ccoc1	1	8	11	14	17	21	25	29	34	38
TKC005276	C=C(C(C)=O)[C@@H]1C[C@H]2[C@@](C)(CC[C@@]3(O)C(C)(C)CCC[C@]23C)O1	1	8	10	14	17	21	25	29	33	40
TKC005313	C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)O1	2	7	10	14	18	22	25	30	33	40
TKC005331	C=C(C(C)=O)[C@@H]1C[C@H]2[C@@](C)(CC[C@@]3(O)C(C)(C)CCC(=O)[C@]23C)O1	1	8	10	14	17	21	25	30	33	40
TKC005333	C=C(C(C)=O)[C@@H]1C[C@@H]2[C@@]3(C)[C@@H](O)CCC(C)(C)[C@]3(O)CC[C@@]2(C)O1	1	8	10	14	17	21	25	30	33	40
TKC005402	C=C[C@@]1(C)CC[C@H](C2=CC[C@H](C(C)(C)O)OC2)C[C@@H]1C(=C)C	1	8	10	14	17	21	25	29	33	39
TKC005514	CC(C)C1=C[C@]23O[C@H]2[C@H]2OC(=O)[C@@]4(CCCC(C)(C)[C@H]24)C3=CC1=O	1	7	10	14	17	21	25	29	33	39
TKC005559	CC(=CC1CC(C)=CC(=O)O1)CCCC(C)C1=CC(=O)C(C)(C)O1	1	7	10	14	17	21	26	29	33	39
TKC005726	CC(C)=CCC/C(=C/CC/C(=C\CCc1ccoc1)C(=O)O)C(=O)O	1	7	10	14	17	22	27	30	34	38
TKC005825	CC(=O)O[C@@]12CO[C@@H]1C[C@@H](O)[C@@]1(C)C(=O)C(=O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C	2	6	10	14	18	23	25	31	34	38
TKC005828	CC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](O)C(C)=C([C@@H](O)[C@H](O)[C@]12C)C3(C)C	2	6	10	14	18	23	25	31	34	39
TKC005842	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C	2	6	10	14	18	23	25	31	34	39
TKC005847	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](O)C(C)=C1C2(C)C	2	6	10	14	18	23	25	31	34	39
TKC006000	C=C1C(=O)[C@]23C[C@H]1C=C[C@H]2[C@]12CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@H]1[C@H](O)[C@]3(O)OC2	2	6	10	14	17	22	25	30	33	39
TKC006007	COC[C@H]1C(=O)[C@]23C[C@@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O	1	8	10	14	18	22	25	30	33	40
TKC006014	C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O	1	7	10	14	18	22	25	30	33	40
TKC006015	C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2OC(C)=O	2	7	10	14	18	22	25	30	33	40
TKC006018	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@@]3(O)[C@@H](OC(C)=O)[C@@H]1[C@@](C)(COC(C)=O)CC[C@H]2OC(C)=O	2	6	10	14	17	22	25	31	33	39
TKC006020	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1[C@](C)(COC(C)=O)CC[C@@H]2O	2	7	10	14	18	22	25	30	33	40
TKC006022	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1[C@](C)(COC(C)=O)CC[C@@H]2OC(C)=O	2	7	10	14	17	22	25	30	33	39
TKC006034	C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@]12CCC[C@@](C)(COC(C)=O)[C@H]1[C@H](O)[C@]3(O)OC2	2	7	10	14	18	22	25	30	33	40
TKC006038	C=C1C(=O)[C@@]23[C@@H]([C@@H](OC(C)=O)C[C@@H]1[C@H]2O)[C@@]12CCC[C@@](C)(CO[C@H]1O)[C@H]2C[C@H]3O	2	7	10	14	18	22	25	30	33	40
TKC006132	C=C1[C@H]2C[C@H](O)[C@@H]3[C@](C2)(C(=O)O[C@@H]2CCC(C)(C)[C@H]4[C@H](O)O[C@H](OC)[C@@]324)[C@@H]1OC(C)=O	2	7	10	14	17	22	25	30	33	40
TKC006332	C=C1C(=O)[C@]23C[C@H]1CC=C2[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O	1	7	10	14	18	22	25	30	33	39
TKC006333	C=C1C(=O)[C@]23C[C@H]1CC=C2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2OC(C)=O	1	7	10	14	17	22	25	30	33	39
TKC006334	C=C1[C@@H]2CC[C@H]3[C@@]45CO[C@](O)([C@@H](O)[C@@H]4C(C)(C)C=CC5=O)[C@]3(C2)[C@@H]1O	1	7	10	14	18	22	25	30	33	39
TKC006339	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)C=CC2=O	1	8	10	14	17	22	25	30	33	39
TKC006349	C=C1C(=O)[C@]23C[C@H]1C[C@H](O)[C@H]2[C@@]12CO[C@@]3(O)C[C@@H]1C(C)(C)CC[C@@H]2O	1	7	10	14	18	22	25	30	33	40
TKC006425	C=C1C(=O)[C@]23C[C@H]1C[C@@H](O)[C@H]2[C@@]1(CCC[C@@]2(C)COC(=O)[C@H]21)COC3=O	1	6	10	14	17	22	25	30	33	39
TKC006437	C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@@H](O)[C@@H]1C(C)(C)[C@@H](O)C[C@@H]2OC3=O	1	6	10	14	17	22	25	30	33	40
TKC006449	C=C1C(=O)[C@]23C[C@H]1C[C@@H](O)[C@H]2[C@@]12CO[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2OC3=O	1	6	10	14	17	22	25	30	33	40
TKC006501	C=C1[C@H](O)[C@H](OC(=O)c2ccccc2)[C@@H]2O[C@@]2(C)CC[C@@H]2C([C@H](OC(C)=O)[C@@H](C=C(C)C)OC(C)=O)=CO[C@@H](OC(C)=O)[C@@H]12	3	5	10	15	17	23	26	31	34	38
TKC006669	CCC(=O)O[C@@H]1C2[C@@H](OC(C)=O)[C@]34CO[C@](C)([C@H](OC(C)=O)[C@@]2(OC(C)=O)C[C@@H]1C)[C@@H]3C1C(C[C@]1(C)OC(C)=O)[C@@H](OC(=O)c1ccccc1)C4=O	3	6	10	15	17	23	26	31	34	39
TKC006741	COC1=Cc2c(cc(OC3=C4C(=CC(=O)C4(C)C)c4cc(OC)c(C)cc4C3=O)c3cc(C)c(OC)cc23)C(C)(C)C1=O	2	6	11	15	17	22	26	30	36	38
TKC006745	COc1cc2c3c(cc(O)c2cc1C)C(C)(C)C(=O)OC3=O	1	8	10	14	17	22	25	30	35	37
TKC006909	C=C(C)[C@]12C[C@@H](C)[C@@]34OC5(CCCCCCC[C@@H](C)[C@H]6[C@H](C)[C@H](O)[C@@](O)([C@H](O)[C@@](O)(COC(=O)c7ccccc7)[C@@H](O)[C@H]3[C@H]1O5)[C@@H]64)O2	3	6	10	15	18	23	25	31	34	39
TKC007121	CC(=O)O[C@H]1[C@H]2[C@H](O[C@H]3OC(=O)/C(=C\CC4(OC(C)=O)CCCC(C)(C)C4)[C@H]32)O[C@@H]1OC(C)=O	2	6	10	14	17	23	26	31	33	39
TKC007127	CC(=O)O[C@H]1[C@H]2[C@H](O[C@H]3OC(=O)/C(=C\C4CCCC(C)(C)C4)[C@H]32)O[C@@H]1OC(C)=O	2	6	10	14	17	22	25	30	33	39
TKC007184	CC(=O)O[C@H]1[C@H]2CC[C@@H]3[C@]1(C[C@@H](O)[C@@]1(O)[C@@H](C[C@H](O)C1(C)C)[C@]3(C)O)C[C@@]2(C)O	2	7	10	14	18	22	25	31	33	40
TKC007283	Cc1cc(=O)cc2c3c1C[C@@H]1[C@@H]4C[C@@H](C)[C@@](CC2)(C(=O)O4)[C@]31O	1	8	10	14	17	21	25	30	34	38
TKC007337	Cc1cc2c(c(O)c1Br)C(=O)C(=O)[C@]1(C)CC[C@H](C(C)C)[C@H]21	1	8	10	14	17	21	25	29	34	38
TKC007338	Cc1c(Br)c(O)c2c(c1Br)[C@H]1[C@@H](C(C)C)CC[C@@]1(C)C(=O)C2=O	2	8	11	14	17	21	25	29	34	38
TKC007339	CC(=O)O[C@H]1C(=O)C(=O)c2c(cc(C)c(Br)c2O)[C@H]2[C@@H](C(C)C)CC[C@@]12C	2	7	10	14	17	22	25	30	34	38
TKC007340	Cc1cc2c3c(c1Br)O[C@H](C)N=C3C(=O)C[C@]1(C)CC[C@H](C(C)C)[C@H]21	2	8	11	14	17	21	25	29	34	39
TKC007466	C=C[C@@]1(C)C[C@@H](OC(=O)c2ccccc2)[C@@H]2[C@]3(CO)[C@@H](C[C@@H](O)[C@@]2(O)C1=O)C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3OC(=O)c1ccccc1	3	6	10	15	18	23	26	31	35	38
TKC007468	C=C[C@@]1(C)C[C@@H](OC(=O)c2ccccc2)[C@@H]2[C@]3(CO)[C@@H](C[C@@H](OC(C)=O)[C@@]2(O)C1=O)C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3OC(=O)c1ccccc1	3	6	10	15	17	23	26	31	35	38
TKC007471	C=C1[C@H](OC(=O)c2ccccc2)[C@@H](OC(C)=O)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@]2(O)[C@@H]([C@H]1OC(=O)c1ccccc1)[C@@H](OC(C)=O)[C@](C)(O)[C@H]2OC(C)=O	3	6	10	15	17	23	26	32	35	38
TKC007548	CC(C)=C[C@@H]1OC(=O)[C@H](/C=C/C/C(C)=C/CCC2=CC(=O)OC2)[C@@H]1O	1	7	10	14	17	22	26	30	33	38
TKC007625	CO[C@H]1C=C2[C@@](C)(O)[C@H]3[C@H](C[C@@]2(OC)O1)[C@@]1(C)[C@@H](OC(C)=O)CCC(C)(C)[C@]1(O)[C@@H](OC(C)=O)[C@@H]3OC(C)=O	2	6	10	14	17	23	26	31	33	40
TKC007647	C=C[C@@]1(C)C[C@@H](O)[C@@H]2[C@]3(C)[C@@H](C[C@@H](O)[C@@]2(O)C1=O)C(C)(C)[C@H](OC(=O)c1ccccc1)[C@H](OC(C)=O)[C@@H]3OC(=O)c1ccccc1	3	6	10	15	18	23	26	31	35	38
TKC007654	C=C[C@@]1(C)C[C@@H](OC(=O)c2ccccc2)[C@@H]2[C@]3(C)[C@@H](C[C@@H](OC(C)=O)[C@@]2(O)C1=O)C(C)(C)[C@H](O)[C@H](OC(C)=O)[C@@H]3OC(=O)c1ccccc1	3	6	10	15	17	23	26	31	35	38
TKC007693	C=C1[C@@H](OC(=O)C(C)C)[C@@H](OC(C)=O)[C@@H](OC(=O)c2cccnc2)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(O)C[C@H](C)[C@H](OC(=O)C(C)C)[C@@H]2[C@H]1OC(C)=O	3	6	10	15	17	23	26	31	34	39
TKC007723	COC[C@H]1C(=O)[C@]23C[C@H]1C[C@H](OC(C)=O)[C@H]2[C@]1(C)[C@@H](OC(C)=O)C[C@H](O)C(C)(C)[C@H]1C(=O)[C@@H]3O	2	7	10	14	17	22	25	31	33	40
